Census Track,County,State
39,Tulsa,Oklahoma
40,Tulsa,Oklahoma
41.01,Tulsa,Oklahoma
42,Tulsa,Oklahoma
43.01,Tulsa,Oklahoma
43.02,Tulsa,Oklahoma
44,Tulsa,Oklahoma
45,Tulsa,Oklahoma
46,Tulsa,Oklahoma
47,Tulsa,Oklahoma
48,Tulsa,Oklahoma
49,Tulsa,Oklahoma
50.01,Tulsa,Oklahoma
50.02,Tulsa,Oklahoma
51,Tulsa,Oklahoma
52,Tulsa,Oklahoma
53,Tulsa,Oklahoma
54.01,Tulsa,Oklahoma
54.02,Tulsa,Oklahoma
55,Tulsa,Oklahoma
56,Tulsa,Oklahoma
57,Tulsa,Oklahoma
58.01,Tulsa,Oklahoma
58.05,Tulsa,Oklahoma
58.06,Tulsa,Oklahoma
58.07,Tulsa,Oklahoma
58.08,Tulsa,Oklahoma
59,Tulsa,Oklahoma
60,Tulsa,Oklahoma
62,Tulsa,Oklahoma
65.06,Tulsa,Oklahoma
65.07,Tulsa,Oklahoma
66,Tulsa,Oklahoma
67.01,Tulsa,Oklahoma
67.03,Tulsa,Oklahoma
67.05,Tulsa,Oklahoma
67.07,Tulsa,Oklahoma
67.08,Tulsa,Oklahoma
68.01,Tulsa,Oklahoma
68.03,Tulsa,Oklahoma
68.04,Tulsa,Oklahoma
69.01,Tulsa,Oklahoma
69.02,Tulsa,Oklahoma
69.03,Tulsa,Oklahoma
69.05,Tulsa,Oklahoma
69.06,Tulsa,Oklahoma
69.07,Tulsa,Oklahoma
70,Tulsa,Oklahoma
71.01,Tulsa,Oklahoma
71.02,Tulsa,Oklahoma
72,Tulsa,Oklahoma
73.04,Tulsa,Oklahoma
73.05,Tulsa,Oklahoma
73.06,Tulsa,Oklahoma
73.08,Tulsa,Oklahoma
73.09,Tulsa,Oklahoma
73.10,Tulsa,Oklahoma
73.11,Tulsa,Oklahoma
73.12,Tulsa,Oklahoma
74.02,Tulsa,Oklahoma
74.07,Tulsa,Oklahoma
74.08,Tulsa,Oklahoma
74.09,Tulsa,Oklahoma
74.10,Tulsa,Oklahoma
74.11,Tulsa,Oklahoma
74.12,Tulsa,Oklahoma
74.13,Tulsa,Oklahoma
74.14,Tulsa,Oklahoma
74.15,Tulsa,Oklahoma
75.03,Tulsa,Oklahoma
75.06,Tulsa,Oklahoma
75.07,Tulsa,Oklahoma
75.08,Tulsa,Oklahoma
75.10,Tulsa,Oklahoma
75.11,Tulsa,Oklahoma
75.12,Tulsa,Oklahoma
75.13,Tulsa,Oklahoma
75.15,Tulsa,Oklahoma
75.16,Tulsa,Oklahoma
75.18,Tulsa,Oklahoma
75.19,Tulsa,Oklahoma
75.20,Tulsa,Oklahoma
75.22,Tulsa,Oklahoma
75.23,Tulsa,Oklahoma
75.24,Tulsa,Oklahoma
76.08,Tulsa,Oklahoma
76.09,Tulsa,Oklahoma
76.11,Tulsa,Oklahoma
76.12,Tulsa,Oklahoma
76.13,Tulsa,Oklahoma
76.14,Tulsa,Oklahoma
76.15,Tulsa,Oklahoma
76.16,Tulsa,Oklahoma
76.17,Tulsa,Oklahoma
76.18,Tulsa,Oklahoma
76.19,Tulsa,Oklahoma
76.20,Tulsa,Oklahoma
76.24,Tulsa,Oklahoma
76.25,Tulsa,Oklahoma
76.29,Tulsa,Oklahoma
76.30,Tulsa,Oklahoma
76.31,Tulsa,Oklahoma
76.32,Tulsa,Oklahoma
76.33,Tulsa,Oklahoma
76.34,Tulsa,Oklahoma
76.35,Tulsa,Oklahoma
76.36,Tulsa,Oklahoma
76.37,Tulsa,Oklahoma
76.38,Tulsa,Oklahoma
76.39,Tulsa,Oklahoma
76.41,Tulsa,Oklahoma
76.42,Tulsa,Oklahoma
77.01,Tulsa,Oklahoma
77.02,Tulsa,Oklahoma
78.01,Tulsa,Oklahoma
78.02,Tulsa,Oklahoma
79,Tulsa,Oklahoma
80.01,Tulsa,Oklahoma
80.02,Tulsa,Oklahoma
82,Tulsa,Oklahoma
83,Tulsa,Oklahoma
84,Tulsa,Oklahoma
85.01,Tulsa,Oklahoma
85.02,Tulsa,Oklahoma
86,Tulsa,Oklahoma
87,Tulsa,Oklahoma
88,Tulsa,Oklahoma
89,Tulsa,Oklahoma
90.03,Tulsa,Oklahoma
90.04,Tulsa,Oklahoma
90.06,Tulsa,Oklahoma
90.07,Tulsa,Oklahoma
90.08,Tulsa,Oklahoma
90.09,Tulsa,Oklahoma
91.01,Tulsa,Oklahoma
91.04,Tulsa,Oklahoma
92,Tulsa,Oklahoma
93,Tulsa,Oklahoma
94.01,Tulsa,Oklahoma
94.02,Tulsa,Oklahoma
95,Tulsa,Oklahoma
111,Tulsa,Oklahoma
301.01,Wagoner,Oklahoma
301.02,Wagoner,Oklahoma
302.01,Wagoner,Oklahoma
302.02,Wagoner,Oklahoma
303,Wagoner,Oklahoma
304.02,Wagoner,Oklahoma
304.03,Wagoner,Oklahoma
304.05,Wagoner,Oklahoma
304.06,Wagoner,Oklahoma
305.02,Wagoner,Oklahoma
305.05,Wagoner,Oklahoma
305.06,Wagoner,Oklahoma
305.07,Wagoner,Oklahoma
305.08,Wagoner,Oklahoma
305.09,Wagoner,Oklahoma
305.10,Wagoner,Oklahoma
305.11,Wagoner,Oklahoma
305.12,Wagoner,Oklahoma
306.01,Wagoner,Oklahoma
306.02,Wagoner,Oklahoma
307.98,Wagoner,Oklahoma
308,Wagoner,Oklahoma
1,Washington,Oklahoma
2,Washington,Oklahoma
3,Washington,Oklahoma
4,Washington,Oklahoma
5,Washington,Oklahoma
6,Washington,Oklahoma
7,Washington,Oklahoma
8,Washington,Oklahoma
9,Washington,Oklahoma
10,Washington,Oklahoma
11,Washington,Oklahoma
12,Washington,Oklahoma
13,Washington,Oklahoma
9649,Washita,Oklahoma
9650,Washita,Oklahoma
9651,Washita,Oklahoma
9654,Washita,Oklahoma
9542,Woods,Oklahoma
9543,Woods,Oklahoma
9544,Woods,Oklahoma
9531,Woodward,Oklahoma
9532,Woodward,Oklahoma
9533,Woodward,Oklahoma
9534,Woodward,Oklahoma
9535,Woodward,Oklahoma
