"Census Tract 3766, Adair County, Oklahoma",,,,,,
"Census Tract 3767, Adair County, Oklahoma",,,,,,
"Census Tract 3768, Adair County, Oklahoma",,,,,,
"Census Tract 3769, Adair County, Oklahoma",,,,,,
"Census Tract 3770, Adair County, Oklahoma",,,,,,
"Census Tract 9556, Alfalfa County, Oklahoma",,,,,,
"Census Tract 9557, Alfalfa County, Oklahoma",,,,,,
"Census Tract 9560, Alfalfa County, Oklahoma",,,,,,
"Census Tract 5876, Atoka County, Oklahoma",,,,,,
"Census Tract 5877, Atoka County, Oklahoma",,,,,,
"Census Tract 5878, Atoka County, Oklahoma",,,,,,
"Census Tract 5879, Atoka County, Oklahoma",,,,,,
"Census Tract 9516, Beaver County, Oklahoma",,,,,,
"Census Tract 9517, Beaver County, Oklahoma",,,,,,
"Census Tract 9518, Beaver County, Oklahoma",,,,,,
"Census Tract 9661, Beckham County, Oklahoma",,,,,,
"Census Tract 9662, Beckham County, Oklahoma",,,,,,
"Census Tract 9665, Beckham County, Oklahoma",,,,,,
"Census Tract 9668, Beckham County, Oklahoma",,,,,,
"Census Tract 9586, Blaine County, Oklahoma",,,,,,
"Census Tract 9587, Blaine County, Oklahoma",,,,,,
"Census Tract 9588, Blaine County, Oklahoma",,,,,,
"Census Tract 9589, Blaine County, Oklahoma",,,,,,
"Census Tract 9590, Blaine County, Oklahoma",,,,,,
"Census Tract 7956, Bryan County, Oklahoma",,,,,,
"Census Tract 7957, Bryan County, Oklahoma",,,,,,
"Census Tract 7959, Bryan County, Oklahoma",,,,,,
"Census Tract 7960.01, Bryan County, Oklahoma",,,,,,
"Census Tract 7960.02, Bryan County, Oklahoma",,,,,,
"Census Tract 7961, Bryan County, Oklahoma",,,,,,
"Census Tract 7962, Bryan County, Oklahoma",,,,,,
"Census Tract 7963, Bryan County, Oklahoma",,,,,,
"Census Tract 7964, Bryan County, Oklahoma",,,,,,
"Census Tract 7965, Bryan County, Oklahoma",,,,,,
"Census Tract 7966, Bryan County, Oklahoma",,,,,,
"Census Tract 1616, Caddo County, Oklahoma",,,,,,
"Census Tract 1617, Caddo County, Oklahoma",,,,,,
"Census Tract 1618, Caddo County, Oklahoma",,,,,,
"Census Tract 1619, Caddo County, Oklahoma",,,,,,
"Census Tract 1620, Caddo County, Oklahoma",,,,,,
"Census Tract 1621, Caddo County, Oklahoma",,,,,,
"Census Tract 1622, Caddo County, Oklahoma",,,,,,
"Census Tract 1623, Caddo County, Oklahoma",,,,,,
"Census Tract 3001, Canadian County, Oklahoma",,,,,,
"Census Tract 3002.01, Canadian County, Oklahoma",,,,,,
"Census Tract 3002.02, Canadian County, Oklahoma",,,,,,
"Census Tract 3003, Canadian County, Oklahoma",,,,,,
"Census Tract 3004, Canadian County, Oklahoma",,,,,,
"Census Tract 3005, Canadian County, Oklahoma",,,,,,
"Census Tract 3006, Canadian County, Oklahoma",,,,,,
"Census Tract 3007, Canadian County, Oklahoma",,,,,,
"Census Tract 3008.01, Canadian County, Oklahoma",,,,,,
"Census Tract 3008.02, Canadian County, Oklahoma",,,,,,
"Census Tract 3009.01, Canadian County, Oklahoma",,,,,,
"Census Tract 3009.02, Canadian County, Oklahoma",,,,,,
"Census Tract 3009.04, Canadian County, Oklahoma",,,,,,
"Census Tract 3009.05, Canadian County, Oklahoma",,,,,,
