census_track_number,population_16_and_over_with_earnings,population_margin_of_error,total_median_earnings,median_earnings_margin_of_error,total_full_time_year_round_workers,full-time-margin-of-error,total_workers_less_than_10k,less_than_10k_margin_of_error,total_workers_less_than_15k,less_than_15k_margin_of_error,total_workers_less_than_25k,less_than_25k_margin_of_error,total_workers_less_than_35k,less_than_35k_margin_of_error,total_workers_less_than_50k,less_than_50k_margin_of_error,total_workers_less_than_65k,less_than_65k_margin_of_error,total_workers_less_than_75k,less_than_75k_margin_of_error,total_workers_less_than_100k,less_than_100k_margin_of_error,total_workers_more_than_100k,more_than_100k_margin_of_error,total_mean_earnings,mean_earnings_margin_of_error
9685,2419,247,31486,2364,1976,215,0.9,1,6,3.5,17.7,5.6,19.3,6.3,21,6.8,15.7,4.8,4.9,2.5,6.4,2.8,8,3.7,54388,12190
9686,2301,307,17125,2412,1428,220,14.5,5.9,14.2,4.9,27,7.9,16.7,6.1,12.3,5,6.8,3.9,1.8,2,3.9,3.2,2.7,2.4,32958,5182
9687,829,143,18212,2706,517,133,3.5,3.9,6.8,5,34,12.3,25.9,11,12.2,7.2,8.9,7,1.2,1.4,4.3,4.4,3.3,4,33619,6475
9688,1596,227,19973,3195,1001,201,2.8,3.2,12.1,8,27.5,9.2,23.1,8.4,17.3,7.6,7.1,5.1,8.2,5.8,0.6,1.5,1.4,1.8,32713,4041
3716,860,90,24015,3562,617,72,4.4,3.1,11.5,5.4,23.2,5.7,15.9,5.2,18,6.1,14.1,4.6,3.1,1.9,5.3,2.9,4.5,2.7,40903,5378
3717,693,65,22390,1598,423,57,1.4,1.5,9.9,4.4,27.9,5.9,19.4,4.3,24.6,4.9,9.2,3,2.4,1.5,2.6,1.6,2.6,1.8,35637,2525
3718,1223,106,23659,3396,769,87,3.9,2.9,9.9,4.3,21.5,5.2,18.3,4.7,21.8,5.7,5.2,2.6,3.5,2,4.6,2.3,11.3,4.1,46237,5801
6601.98,1378,108,30022,1956,906,78,2.2,1.3,3.2,1.4,17.2,3.5,26.9,4.2,23.1,3.5,11.7,3,5.6,2.4,4.6,1.9,5.4,3,44712,3908
6602,2231,174,25872,2450,1348,155,0.8,1,3,2.2,16.9,4.8,24.6,6.1,18.2,6,15.8,6.1,7.9,4.6,4.7,3.5,8.1,4.8,48805,6038
6603,1192,112,24412,3430,841,86,5,2.4,7.6,2.5,23.7,3.9,20.2,3.7,21,4,11.7,3.2,3.4,1.3,3.9,1.9,3.4,1.4,38334,3282
1,2955,218,23667,2322,1922,167,4,2.5,5.5,2.5,25.8,6.3,24,5.4,20,5.4,11.2,4.7,5.3,3.6,3.3,2.2,1.1,1.6,35265,2729
2.01,1581,169,28094,4024,1070,139,5,5.1,4.2,3.4,17.3,6.6,19.8,5.9,24.2,5.9,14.3,5.6,2.1,1.8,6.5,3,6.4,3.3,44053,4578
2.02,2413,253,26702,3906,1536,178,1,1.4,5.7,3.5,17.6,6,22.1,6.3,17.8,4.8,16.2,4.9,4.4,3.2,7.3,3.4,7.8,3.9,48581,5078
3,1933,166,31982,5089,1219,107,1,1.2,4.3,2.8,9.8,3.6,16.5,5.3,21.5,5.2,14.1,4,5.9,3.7,7.6,3.1,19.2,4.5,64043,6449
4,1177,147,21135,2761,665,96,3,2.2,7.8,5.4,25.1,6.5,23.9,8.5,22.7,8,7.2,4.1,1.2,1.3,6.3,3.5,2.7,2.9,35682,3538
5,1965,194,20305,2856,1048,133,2.2,2.1,7.2,3.7,22.5,6.2,23.9,8.4,20.1,5.6,13.8,6.4,1,1.3,2.3,2.1,7,4,41356,5874
6,1663,89,30072,3453,1019,66,2.6,1.4,3.3,1.6,15.9,3.9,15.5,3.8,16.3,3.7,16.6,4,7.2,2.9,6.8,2.4,15.9,3.6,64348,8329
11,2115,80,23213,1519,1257,71,4.8,1.8,6,1.7,20.8,2.7,20.8,3.2,19.6,2.3,13.3,2.5,3.2,0.9,4.9,1.3,6.7,1.7,45632,4175
12,2092,122,26395,971,1374,79,4,2.6,3.6,1,20.4,2,22.9,2.9,20.2,2.5,12.8,1.9,4.4,1.1,6.7,1.3,5,1.2,42271,1900
13.01,1975,239,25368,4023,1247,217,0.9,1.5,4.4,3.7,27.7,9.7,20,7.7,21.4,9.1,9.1,5.7,4.9,4.1,7.1,4.7,4.6,3.9,41611,5437
13.02,2151,200,29471,7441,1406,190,2,1.5,6.8,3.5,25.5,5.8,12.2,4.5,23.3,6.4,15.9,5.2,3.1,2.4,3,1.6,8.3,4.2,45627,5876
9581,2518,219,30855,2575,1757,164,2.9,2.5,5.5,2.8,18.8,5.5,17.4,4.7,22.4,5.2,12.4,4.2,3.8,2.3,5.2,2.9,11.5,3.9,51531,5459
9582,1259,155,30313,2969,938,132,2.3,1.7,8.2,3.5,15.1,5.3,20.7,6,19.7,5.4,14,5.2,4.9,3.2,6.2,2.8,8.8,3,48319,4851
9583,2939,237,34981,6661,1973,279,0.8,1.4,4.5,3.7,14.9,5.3,13.9,5.9,21.6,7.4,18.9,7,2.8,2.2,14.9,6.5,7.6,4.9,50464,3968
9584,1315,143,32252,1668,940,123,1.5,1.6,0.3,0.5,14.3,4.6,27.6,6,19.1,5.2,11.5,4.2,7.6,3.3,10.7,3.7,7.4,3,53296,5307
9636,645,102,26049,2186,386,72,3.4,4.1,10.4,7.7,14,6.7,26.2,8,17.9,7.2,12.2,5.6,5.7,5.1,5.2,3.4,5.2,3.6,51042,10048
9637,1996,235,24381,3566,1267,185,3.5,2.5,5.4,3,22.7,7.6,18.5,6.3,25.2,6.9,10.1,4.6,6.1,3.9,3.8,2.8,4.8,3,51985,17516
9642,1909,137,25194,3192,1235,115,4.1,2,10,3.4,19.4,4.1,14.5,3.8,21.9,5.4,18.2,4.2,2.4,1.5,3.6,2,5.9,3,41071,3127
871,1092,93,31373,1391,752,72,0,2.6,6,2.4,14.1,4.7,26.1,4.8,19.4,4.7,17.3,5.3,5.6,2.3,3.2,1.6,8.4,2.7,49920,3680
872,2544,193,26264,3659,1666,199,4.1,2.1,7.5,3,21.8,4.7,18.5,5.4,20.5,6.3,15.3,4.1,1.4,1.7,5.2,2.9,5.6,2.3,44879,6610
873,1054,104,26768,5465,619,91,1.6,1.2,5,3.2,18.4,6.1,21,5.8,20.2,5.6,18.1,5.9,1,1,4.8,3.3,9.9,3.8,49073,5722
401.02,1855,171,24793,2080,1238,172,1.8,2.2,4.4,2.4,25,5.8,18.1,4.9,22.9,6.1,15.4,4.3,2.9,1.8,8.6,5.2,0.9,1.1,39622,3093
401.98,718,86,23289,3969,508,73,4.1,3.3,7.7,4.8,28.3,7.1,23.4,6.9,14.8,6.3,11.4,5.2,3,2.6,5.5,4.2,1.8,2.2,34859,3917
402.99,1818,236,23851,5762,1190,142,2.4,1.9,5.7,2.7,25.9,8.1,15.8,5,21.6,5.6,15.4,5.3,3.8,1.9,2.3,1.9,7.1,3.2,43984,6026
403.01,2448,205,28767,3603,1568,146,4.8,2.5,4.4,2.8,16.2,3.2,20.2,4.5,22.2,5.1,14.3,3.2,6.5,2.7,6.1,2.4,5.4,2.6,43667,2785
403.02,1646,123,26881,2470,1096,93,4.1,2.2,5.7,2.5,20.2,4.3,18.4,4.7,18.5,3.8,19,3.8,4.7,2.3,7.2,2.9,2.2,1.2,45023,6876
403.03,1503,141,27745,3273,1054,137,2.2,1.6,2.8,2.5,20.2,5.9,22,6,33.2,7.6,9.2,4.3,2.9,3.5,5.5,3.4,2,2.1,38392,3194
404.01,2359,271,20766,4998,1436,209,8.1,4.4,12.9,5.4,20.2,8.2,16.6,6,25.7,7.4,7.6,4.2,4.3,2.7,2.2,2.1,2.5,2.3,35260,5382
404.02,1670,192,23239,4858,1053,156,4.9,3.6,7.3,4,17.4,6.6,23.9,7,17.7,5.4,12.2,5.7,6.2,3.6,4.7,3.4,5.7,3.8,43614,5087
405,2311,188,28284,3944,1555,141,1.4,0.9,5.5,2.2,15.8,4.2,21.5,4.6,21.4,4.3,13.6,4.3,3.5,2,6.1,2.2,11.1,3.2,49975,4499
406.01,1651,178,20694,1285,970,119,3.8,2.4,3.1,1.9,36.1,7.1,18.8,4.5,13.4,4,11.5,3.7,5.7,2.7,4.1,2.6,3.5,2.4,37722,3936
406.02,1756,160,22716,2013,1201,137,2.3,1.5,9.5,4.3,25.1,4.3,22.6,4.2,20.8,4.7,9.2,3,3.2,1.5,2.6,1.3,4.7,2,38872,4352
407,1052,110,24783,2852,618,62,2.9,2,4.4,2.4,23,4.7,24.3,5.4,26.1,6.2,8.4,3.1,4.2,2.9,4.7,2.5,2.1,1.6,37788,2574
9611,2325,211,26707,4495,1528,161,4.3,2.9,3.5,2.6,20.7,5.5,16.3,4,26,5.5,10.1,2.9,4.3,2.1,9.6,3.1,5.1,2.1,48180,8157
9612,1861,140,28205,2833,1234,113,2.4,1.6,6.4,2,16.3,3,19.3,3.3,21.2,3.5,9.3,2.7,7.1,2.4,8.5,2.9,9.6,2.9,50498,4000
9613,2068,148,28070,2423,1356,124,2.4,1.4,6.1,2.6,15.9,4,20.1,3.9,19.8,3.5,19.9,4,4.8,2.1,6.3,2.4,4.6,2,44909,3517
9614,3765,223,27160,2110,2609,195,2.9,1.6,9,2.9,19,3.7,21.6,3.2,18.2,3.5,12.3,2.9,4.8,1.6,4.9,1.4,7.4,2.8,43841,3586
9615,2541,204,25795,2163,1637,175,0.6,0.8,5,3.9,21.7,6.2,25.2,5.5,17.8,4.4,14.9,4.8,4.4,2.3,5.8,2.8,4.6,3.4,44969,7894
9616,1448,123,30365,1518,973,91,2.2,1.7,2.9,2.3,16.3,3.7,23.8,4.1,23.3,4.2,14.5,4.3,3.2,2.1,8.2,3.7,5.5,2.9,45005,3659
9617,2300,198,26276,3425,1482,189,4.3,1.9,7.4,4.6,16.3,4.7,12.6,4,22.5,4.9,14.4,3.8,6.1,2.5,10.5,2.7,5.9,2.1,46855,3772
6001,2561,345,25630,3006,1678,281,1.9,2.1,3,5.1,24.5,10.9,26.3,11.5,22.7,7.8,13.2,5.3,3.3,3.5,4.4,2.5,0.6,0.9,36983,3357
6002,1415,195,20436,4161,838,194,3.2,4,8,6.3,37.2,14.8,18,8.8,12.8,6,12.2,5.8,6.1,4.4,0,2.4,2.5,3,32370,4697
6003,1327,268,22364,4856,787,203,3.7,3.4,12.8,10.5,18.2,6.2,19.3,7.8,26.3,6,11.1,5.8,0.9,1.2,1.7,2.1,6.1,3.7,40993,7167
6004,4970,408,37765,7760,3659,425,2,1.7,2.4,2.3,15.2,4.6,13.7,4.4,17,5.5,18,6,9.8,5.4,9.9,3.9,12,4.5,57121,5764
6005,3464,362,40123,5387,2770,325,0,0.7,1.1,1.4,12.5,6,20.4,6.4,26.4,5.7,13.2,4.4,7,3.3,9.7,4.7,9.9,4.4,58110,8334
6006,2221,308,16948,6816,1078,140,3.2,2.3,8.4,4.4,20.2,8.1,11.6,4.1,28.6,6.1,12.7,5.1,4.2,3.1,5.6,3.2,5.5,2.8,46218,7828
6007,2220,232,28458,4341,1453,189,0.7,0.6,1.9,1.2,16.4,5.8,24.9,7.8,19.8,5.6,17.2,6.5,4.1,2.8,4,2.1,11,5.8,52262,7570
6008,4492,424,34015,5151,2794,298,1.1,1,3.1,2,6.1,3.1,18,6,22,5.8,8.6,3.2,4.8,3.3,15.4,4.6,20.8,6.6,92936,22412
941,1276,129,22132,2193,994,124,8,5.5,4.7,3.5,34.8,6.2,27,6.4,13.2,5.4,6.5,2.9,2.2,1.8,1.5,1.4,2,1.5,30513,3127
942,2424,168,27872,2788,1818,151,2.6,1.4,5.6,1.7,27.4,4.1,17.7,3.4,22.4,3.9,10.7,2.9,4.2,1.9,5,1.7,4.3,1.8,39921,2225
943,731,91,31481,1895,516,80,1.9,2.3,4.5,3.2,13.8,6,25.4,7,24,8.2,12.8,4.3,3.7,2.7,8.1,4.1,5.8,4.2,46715,7340
4001.01,3918,335,33750,3302,2793,313,2.8,1.4,4.9,3.8,13.2,4.3,16.8,4.3,18.9,5.6,14,3.3,6,2.7,11.2,4.6,12.1,4.2,58335,9443
4001.02,4965,274,31854,4246,3361,255,1.1,0.8,3.4,1.9,16.2,4.6,14.7,3.8,21,3.4,17.8,4.3,6.8,2.9,10.8,3,8.3,3.1,52358,4192
4002.01,1928,162,31297,2569,1399,125,4.4,2.3,4.6,2.3,14.4,4.2,18.4,4.6,20.6,4.4,14.8,4,6.4,2.4,7.6,3.4,8.7,3.4,51996,6024
4002.02,4079,307,34846,2621,2878,273,0.8,0.5,4.1,2,11.5,3.8,18.8,3.8,21.8,4.1,14.4,3.7,2.8,1.3,8.3,2.3,17.4,4.1,59115,4336
4003,3016,265,26395,3574,1947,263,1.1,1.3,8.6,6.3,16.8,5.4,19.2,5.6,27.8,6.4,12.3,4.6,5.5,3.2,4.7,2.8,4,2.5,41556,3271
4004,487,77,31683,4525,366,62,0.5,0.8,4.4,3.4,18.9,7.3,16.7,6.5,19.1,5.9,27,7.9,0.3,0.8,8.5,4.9,4.6,3.5,46108,5352
982,1134,110,25798,1556,660,87,2,1.7,6.8,2.8,18.9,4.1,22.4,6.1,21.5,6.9,15.8,5,3.6,2.4,4.8,2.3,4.1,2.3,42506,4446
983,593,56,25050,2963,376,50,1.6,2.4,5.6,3.3,26.6,6,22.9,5.1,16.5,5.3,15.2,5.5,3.2,2.8,5.3,3.4,3.2,2.3,39138,3897
984,2037,159,23223,3328,1077,107,3.1,2.1,4.5,2.5,20.4,5.2,20.4,5.1,28.4,5.6,10.2,3.3,3.6,2.6,5.6,3,3.7,1.8,45578,9581
985,2602,181,25441,2451,1599,172,4,2.4,4.8,2,20.6,4.9,25,5.4,18.6,3.5,13.2,3.4,4,1.8,5.4,2.5,4.4,2.1,42031,3985
986,2443,259,20403,3657,1374,212,4.2,2.8,5.5,3.9,33.5,6.5,23.7,6.6,18,6.1,7.2,3.6,1.2,1.9,4.4,2.7,2.4,2.6,34979,4132
987,1548,195,22703,3161,991,141,5.4,4,8.1,3.9,23.6,5.5,22.6,5.4,24.7,5.3,6.3,3.3,1.4,1,2.4,2,5.4,2.6,37033,3699
988,2675,238,25244,1896,1834,221,3.1,2.3,5.9,2.8,23.9,5.2,28,7.2,21.3,5.4,7.6,3.3,2.9,1.9,4.5,2.5,2.8,1.7,37886,3162
989,1090,133,24545,2381,696,98,2,1.5,4.2,2.7,26.6,5.6,26.6,5.9,16.1,5.4,9.2,3.4,5.9,3.4,2.6,1.8,6.9,4.7,45079,8010
7796,1992,296,31318,2578,1396,257,2.6,2.4,4.2,3.1,18.7,5.7,23.1,7.3,15,5.6,17,5.7,5.2,3.5,4.2,3.6,10,5.2,50446,8494
7797,1440,141,22608,2735,840,129,1.7,1.9,11,6.5,32.6,7.7,19,7.5,17.1,7.3,11.5,5.6,2.1,2.5,2.5,2.5,2.4,2.7,34946,5305
7799,1018,106,25868,1980,614,70,2.3,1.8,7.3,3.4,18.1,4.5,24.3,5.1,19.7,4.4,12.4,4.3,3.9,2.6,7.2,3.7,4.9,2.6,41732,3787
7801,1012,161,24940,3613,633,114,2.7,4,7.1,5.5,24.3,8.4,21.6,7.4,18.2,8,7,4.6,7,4,5.2,4,7,3.5,45123,6716
7802,1271,120,19228,4491,720,107,5.4,3.6,12.1,6.5,21.9,7.1,15.1,6.1,20.3,7.3,10.3,6.2,3.1,3,6.9,4.6,4.9,3.9,41843,7318
7803,1352,201,27163,6584,849,168,5.9,3.8,8.2,4.6,16.5,7,10,5.7,24.3,6,14.4,9.3,8,4.2,6.9,5.1,5.8,4.2,44456,6150
9551,1681,142,31176,1891,1222,115,2.5,1.5,5.3,2.1,15,3.8,20.3,3.7,22.3,4.8,14.5,4.1,4.2,1.8,7.1,2.9,8.8,2.6,53805,5798
9552,711,86,37750,9396,538,69,2.2,2.6,3.7,2.9,13.8,5.6,22.9,8.8,18.4,8.6,22.5,9.9,2.4,3,3.5,3.7,10.6,5.3,57989,12206
9553,1492,163,27262,3549,831,125,4.6,3.5,5.4,4.3,14.8,6.6,22,7.3,13.1,5.1,9.5,3.2,9.6,4.9,13.4,5.4,7.6,4.2,48360,5230
946.98,1683,211,25696,3032,1128,184,3.6,3.4,3.5,2.8,20.7,7.6,19.7,4.6,24.6,8.8,18.3,6.7,3,2.7,3.3,2.5,3.4,2.6,40297,3698
947,2365,165,25164,3106,1689,180,2.8,2.1,7.1,2.9,23.6,6.3,29.3,6.7,21.4,5.1,8.9,3.3,2.8,1.6,2.4,1.7,1.7,1.5,34917,3473
948.01,1328,200,25875,3692,802,151,2.6,2.7,3.6,3,15.8,6.7,21.8,7,24.8,8.6,17,6.2,1,1.7,4.6,3.2,8.7,4.9,47342,6582
948.02,1500,179,24409,2385,971,131,2.8,1.9,6.3,3.1,26.8,7.6,25.7,6.6,21.9,5.9,8.7,4.1,2.5,2.4,2.9,2.1,2.5,1.9,36341,3195
401,2173,192,21181,3036,1363,170,2.9,2,9,4.6,21.5,7.1,22.9,6.3,21.5,6.5,11.1,4.8,6.4,3.7,3.3,2.1,1.5,1.6,35771,2713
402,2354,243,26865,4405,1465,193,0,1.4,5.9,4.5,17.5,6.8,24.6,8.6,26.1,9.7,12.2,5.7,5.4,4,5.3,3.2,3.1,2.8,49423,14820
403,1989,151,31191,2083,1353,140,1.6,1.4,4,2.2,17.7,5,16.2,4.2,23.8,5.4,16.4,4.2,7.1,2.7,10.3,4,3,1.6,46333,3471
404,3017,269,21260,3728,1757,185,9.8,4.7,8.1,4.3,14.2,4.5,19.1,4.9,24.1,7.4,11.7,3.1,3.9,2.5,6.8,2.9,2.3,1.4,37978,3286
405.01,1313,203,26638,3219,866,176,10.3,6.2,4.3,3.2,11.8,4.6,31.2,12.9,16.5,7,14.5,5.6,1.8,2,4.5,3.7,5.1,4.3,41418,8007
405.02,1632,179,23000,4751,922,100,3.4,2.4,8,4,13,3.9,19,7.1,22.2,6.9,16.6,6,4.4,2.7,7.3,4.1,6.1,4.2,44942,5173
406,1682,123,24068,3117,1017,102,0,1.9,6.7,2.9,21.4,4.5,15.6,3.8,29,5.1,11.8,3.7,2.9,2,6,2.9,6.5,3.2,43759,3305
407,1718,166,21125,1814,892,109,2.7,1.5,3.7,1.7,24.6,5.1,17,4.5,24.2,6.3,11,3.2,7.5,4.2,5.8,3.2,3.5,2.3,40639,2851
408,3382,268,31648,1126,2258,230,3.5,2.3,3.1,2,16.9,4.4,14.2,4.2,23.9,5.2,16,3.9,5.8,2.9,10.2,3.8,6.3,3,49177,4230
7906,1209,149,31899,1906,885,107,0,2.2,7.3,3.3,10.2,3.2,27.2,7.5,24.4,5.8,15.8,5.9,4.2,2.4,5.1,2.1,5.8,3.4,48061,6142
7907,2438,183,29423,4331,1743,169,2.6,2.1,3.7,2.2,17.7,4.1,20.2,4.6,23.4,5.1,14.9,4.3,4.8,2.5,7.2,3.3,5.6,3,44737,4101
7908,2974,290,28017,3463,2030,247,1.3,1.3,6.1,3.5,18.2,4.8,33.2,8.5,16.3,5.3,10.1,4.8,4.1,2.5,7.6,4.4,3.1,1.8,41392,3666
1,1809,246,21483,2666,1007,182,1.5,2.2,11.2,5.5,30.5,9.6,15.6,6.7,12.7,6.3,12.8,6.9,5.7,4.5,5.1,4,5,4.5,38495,5838
2,628,121,14760,3377,298,80,11.1,10.3,6,4.4,27.9,9.1,30.2,9.6,9.4,6.3,8.7,6.8,3.7,3.9,3,2.6,0,6.5,30112,4239
3,1342,171,17146,3285,663,130,2.4,2.6,14,9,17.3,7.1,29.6,10.2,20.1,9.9,8.6,4.5,4.7,4.1,0.8,1.3,2.6,2.9,34484,5659
4,663,156,15523,2625,380,89,7.4,7.4,18.7,9.7,27.9,8.6,28.7,8.8,11.6,6.9,1.6,2.3,1.3,2.1,1.6,2.4,1.3,2.1,25621,3914
6,1779,191,26224,3278,1201,183,6.3,3.7,7.1,3.6,17.8,5.2,19.4,5.7,19.4,5.8,15.9,5.2,2.4,2,8.3,3.8,3.3,2.4,43915,8744
7,2249,200,19583,2192,1367,156,7.2,4.1,8.4,4,30,7.1,29.3,6.9,15.2,5,6.2,3.4,1,1.5,2,1.8,0.7,1.1,29110,2077
8.01,2431,238,35185,4455,1694,198,2.9,2.8,1.5,1.7,13.6,5.6,14.9,6.4,18.2,6.5,26.6,8,8.6,4.7,7.9,3.4,5.7,4,50125,4779
8.02,1305,168,28438,7458,765,107,1,1.2,4.7,2.9,15.8,5.3,12.9,4.7,26.3,6.6,13.6,4.8,8.9,3.8,4.8,3.1,11.9,5.5,53839,6737
9,3720,283,26272,2303,2588,248,0.5,0.8,8.4,4.2,22.1,6.4,23.5,6,16.2,4.1,14.1,5.3,7,3.4,5.5,2.6,2.7,2.4,40055,3159
10,779,86,30603,5222,569,84,2.5,2.5,5.1,3.9,18.6,7.8,17,5.3,20.9,7.2,16.5,6.1,3.5,2.6,7.4,3.9,8.4,4.6,48649,6276
11,1542,142,31303,1744,1155,126,0.8,0.6,4.8,2.3,19.8,5.7,19.1,3.9,21,4.6,16.5,3.6,8.3,4.2,7.1,2.7,2.5,1.9,42888,2899
12,1721,224,23795,8974,956,133,4.2,3.5,4.6,3.1,10.9,4.3,19.4,6.9,18,5.9,20.1,7,7.8,4.5,6.1,3.3,9,3.7,55740,7779
13,3060,330,23631,5168,1995,282,7.1,3.8,7.8,4.4,17.8,5.4,19.6,6.2,18.7,5.8,8,3.9,6.3,3.4,4,2.1,10.6,6.6,49616,10267
14,3544,295,31132,5517,2500,277,3.7,2.5,5.3,3,14.3,4.5,16,5.1,20.5,5.2,13.1,4,7.7,3.2,10,3.7,9.4,4.3,50402,4569
15,2736,206,22222,3819,1695,175,2.3,1.2,9.5,3.2,19.2,3.6,21,4.2,17.5,3.2,16.2,3.7,3.4,1.3,7.8,2.6,3.1,1.7,40680,3056
16,1969,202,27425,2778,1229,136,4.5,2.1,5.6,3.4,19.4,4.4,24.7,4.5,19.8,4.3,13.2,3.8,3.2,1.7,4.2,2.2,5.5,2.9,42755,4644
9566,1501,105,31053,1583,1007,77,1.2,0.9,3.5,1.5,16.9,3.9,22.9,4.6,28,4.6,10.6,3.1,4.7,2.4,4.8,2.2,7.4,3.3,58160,15867
9569,1840,166,29127,2934,1176,135,0,1.7,6.2,3.5,9.9,4.1,25.2,6.2,27.2,8.1,9.9,4.5,3.1,2.5,9.2,4,9.4,4.2,58761,14655
9570,935,128,24875,5443,635,109,3,2.9,10.6,7.3,19.8,9.4,17.2,9,15.9,5.4,13.4,7.3,5.7,5,11.5,6.8,3,2.9,42770,5552
9571,1427,128,29540,3012,1000,100,1.7,2.7,6.4,4.4,18.5,6,15.9,5.1,26.2,6.2,12.7,4.6,5.2,3.4,4.3,2.7,9.1,4.7,47744,5458
1721,1261,97,30873,2019,904,88,1.9,1.3,6.3,3.1,18.7,4.4,20.5,5,22.8,4.5,11.3,3.5,5,1.8,8.1,2.7,5.5,2.3,43890,3056
1722,728,103,27394,4129,516,82,0.6,0.8,4.5,2.6,20.3,5.8,21.7,5.4,28.3,7.4,8.5,3.7,1.6,1.4,6.6,2.8,7.9,3.4,46463,4794
1723,907,112,30766,6672,630,100,1.1,1.5,5.6,3.8,16,6.5,21,6.2,26.8,7.2,7.6,3.6,7.3,3.4,7.1,4.3,7.5,4.9,43894,5086
1724,1883,161,26646,2497,1086,135,3.4,2.5,5.2,3.1,8.4,3.8,23.5,6.7,32.7,7.6,11.6,5,1.7,2,9,4.7,4.5,3,44098,3703
806,1328,106,26377,2479,888,101,1.7,1.7,5.6,2.6,22.7,4.4,19.8,4.6,23.5,5,12,4.1,2.7,1.5,8.7,5.2,3.2,1.9,40390,3264
807,921,86,25363,2699,645,71,5.6,2.8,6.2,2.7,21.2,4.4,20.3,4.3,21.9,4.6,11.8,3.4,7,2.5,3.7,2,2.3,1.7,38153,2382
809,1381,116,24743,4783,887,95,6.5,3.3,8.5,4.1,21.3,6.4,22.4,6.1,19.1,6.5,11.4,6.3,5.6,3.5,3.6,2.7,1.6,1.6,35375,3317
810,956,102,25189,2601,576,82,0.2,0.5,7.6,2.4,21.4,4.8,25.9,5.8,18.6,4.8,11.3,4.2,3.3,2,6.6,2.7,5.2,3.2,42222,3823
1001,2128,211,26688,6322,1348,197,3,2.7,5.9,4.4,17,6.3,14.7,5.6,19.5,6.8,20.9,8.3,9.2,6.3,1.9,1.9,7.9,4.2,48114,7989
1002,3274,531,30534,6333,2396,368,2.9,3.5,6.5,5.7,22.2,8.2,11.1,4.6,24.1,7,11.3,5,6.8,4,10.5,5.3,4.4,3.5,47137,8598
1003,1820,167,39688,4663,1295,160,2,2.2,4.4,2.8,9.1,4.9,14.4,6.6,21.5,8.4,17.8,9.5,2.2,1.8,8,4.1,20.6,6.5,75777,11564
1004,983,166,18672,4911,481,122,7.7,7.9,5.6,6.1,22.5,11.2,36,13.7,22.9,14.4,0,4.1,0,4.1,0,4.1,5.4,5.1,31931,5075
1005,778,139,19823,2130,448,104,0,4.4,2,2.5,42.4,11.2,23,9.8,15.4,8.9,5.8,5.5,4,4.8,0,4.4,7.4,6.1,40848,9895
1006,591,58,42396,10874,432,70,9.3,7.2,3,3.8,0,4.5,11.1,6.9,19.7,8.4,16.4,7.2,10.2,5.9,8.8,5.5,21.5,7.6,72634,14429
1007,854,116,33021,4934,582,88,0,3.4,2.2,2.5,17.9,7.9,13.9,6.8,34,9.4,16.7,7.3,2.9,2.6,6,5.1,6.4,5.8,59863,24265
1008,1409,186,24438,4780,780,115,1.4,1.5,7.1,4.4,19,7.7,28.1,9.5,25,7.4,12.6,6.9,2.7,2.9,2.6,2.4,1.7,2.4,38580,4841
1009,928,101,30560,2178,588,87,2.2,3.2,1.7,2,14.5,6.4,27.4,7.5,15.1,5.1,17.2,6,1.7,1.8,12.1,5.8,8.2,5.9,49279,8798
1010,1780,392,8750,4895,665,141,6,4.5,6.6,3.8,32.9,7.5,20.5,8.6,20.2,7.2,9.3,4.5,1.8,1.7,1.2,1.5,1.5,2.3,31265,3280
1011,493,73,26858,4323,320,71,1.6,2.2,5.3,5.5,15.9,8.6,34.1,12.5,24.4,9.6,9.7,5.7,2.8,3.2,4.4,4.9,1.9,2.8,36425,3949
1012,996,99,24333,6711,562,92,1.1,1.8,8,4.8,24.6,7.9,15.8,6.7,27.2,9.4,10,3.8,3.9,3.2,8.5,6.9,0.9,1.4,38704,4430
1013,1137,160,16409,3502,662,144,1.8,2.9,22.5,13.4,23.1,9.8,30.2,13.1,14.5,10.8,6.5,5.2,0,3,1.4,2,0,3,26951,3936
1014,317,84,15060,9482,138,48,0,13.5,31.2,19.1,18.1,16.4,15.9,16.4,12.3,13.9,18.1,15.8,4.3,7.7,0,13.5,0,13.5,30757,7961
1015,865,142,25394,2460,468,92,1.3,1.9,3.4,4.1,18.2,7.5,21.4,8.4,24.4,9.1,11.3,6.7,3.6,3.5,4.7,3.2,11.8,5.6,50338,6923
1016,307,53,39583,11544,174,44,0,10.8,0,10.8,6.9,5.3,10.9,6.5,12.6,11.7,28.7,13.5,5.7,5.7,10.3,10.6,24.7,14.7,71095,13640
1017,710,96,75263,10906,535,76,2.6,3,0,3.7,2.4,2.1,3.4,3,8.2,4.6,12.9,8,6.4,4.7,15.5,8.2,48.6,9.1,137651,23126
1018,1014,158,37549,4500,715,137,3.4,4.1,8.1,6.9,15,7.9,9.2,4.3,23.9,6.1,14.4,6.4,5.5,3.2,8,4.9,12.6,4.8,54208,8821
1019,1653,213,31539,3293,1262,180,3.2,3.5,1.9,1.7,17.8,6.9,21.1,7.6,19.7,5.9,13.6,4.8,6.6,3.2,12,5,4,3.1,46088,5014
1020,1960,218,22363,3669,1238,176,0,1.6,9.1,5.2,28.8,6.5,17.4,6.1,20.7,7.2,12.4,6,4.9,3.9,4.5,3.4,2.1,1.9,37000,4155
